testDate,expression,movement,quality,benchmarkPct,pid
10/01/2025,isometric,jump,pre-load,0.79,1
12/01/2025,isometric,jump,pre-load,0.79,1
28/01/2025,isometric,jump,take off,0.4495,1
03/02/2025,dynamic,jump,pre-load,0.53,1
03/02/2025,isometric,agility,deceleration,0.972,1
06/02/2025,dynamic,jump,land,0.735,1
09/02/2025,dynamic,jump,pre-load,0.4915,1
10/02/2025,isometric,jump,land,0.39,1
10/02/2025,isometric,upper body,push,0.96,1
17/02/2025,isometric,upper body,pull,0.7975,1
19/02/2025,isometric,sprint,max velocity,0.707,1
24/02/2025,dynamic,jump,pre-load,0.4915,1
12/03/2025,dynamic,jump,land,0.745,1
06/07/2023,isometric,agility,deceleration,1.025,1
07/07/2023,dynamic,jump,pre-load,0.5835,1
20/07/2023,dynamic,agility,deceleration,0.8525,1
23/07/2023,isometric,agility,acceleration,,1
31/07/2023,isometric,agility,acceleration,,1
17/08/2023,dynamic,upper body,pull,0.8695,1
03/09/2023,isometric,agility,rotate,,1
05/09/2023,isometric,upper body,grapple,,1
16/09/2023,dynamic,upper body,pull,0.877,1
20/09/2023,dynamic,agility,deceleration,0.871,1
22/09/2023,dynamic,jump,land,0.69,1
23/09/2023,isometric,agility,rotate,,1
02/10/2023,isometric,agility,rotate,,1
14/10/2023,isometric,upper body,grapple,,1
28/10/2023,dynamic,upper body,push,0.4305,1
28/10/2023,isometric,agility,acceleration,0.52,1
02/11/2023,dynamic,sprint,max velocity,0.6475,1
17/11/2023,dynamic,jump,pre-load,0.5085,1
17/11/2023,isometric,upper body,grapple,,1
25/11/2023,isometric,upper body,push,0.67,1
01/12/2023,isometric,upper body,pull,,1
09/12/2023,isometric,upper body,pull,,1
23/12/2023,dynamic,upper body,pull,0.87,1
24/12/2023,dynamic,upper body,pull,0.87,1
30/12/2023,dynamic,sprint,acceleration,0.426,1
08/01/2024,isometric,jump,pre-load,0.52,1
11/01/2024,dynamic,upper body,push,0.43,1
13/01/2024,dynamic,upper body,pull,0.879,1
15/01/2024,dynamic,jump,take off,0.625,1
18/01/2024,dynamic,jump,take off,0.625,1
25/01/2024,dynamic,jump,take off,0.625,1
11/02/2024,dynamic,upper body,pull,0.89,1
15/02/2024,isometric,agility,deceleration,1.148,1
27/02/2024,isometric,upper body,grapple,,1
04/03/2024,dynamic,agility,acceleration,0.4445,1
04/03/2024,isometric,sprint,acceleration,0.52,1
09/03/2024,dynamic,jump,pre-load,0.5,1
13/03/2024,isometric,sprint,max velocity,,1
20/03/2024,dynamic,agility,acceleration,0.4445,1
21/03/2024,isometric,sprint,acceleration,0.52,1
22/03/2024,isometric,jump,pre-load,0.52,1
25/03/2024,dynamic,jump,take off,0.6525,1
29/03/2024,dynamic,jump,land,0.6625,1
29/03/2024,dynamic,jump,take off,0.6525,1
30/03/2024,dynamic,jump,land,0.6625,1
30/03/2024,isometric,upper body,push,0.704,1
12/04/2024,dynamic,jump,take off,0.64,1
16/04/2024,dynamic,upper body,pull,0.89,1
25/04/2024,isometric,upper body,pull,,1
27/04/2024,isometric,agility,deceleration,1.1365,1
28/04/2024,dynamic,jump,pre-load,0.521,1
28/04/2024,isometric,upper body,pull,,1
29/04/2024,dynamic,upper body,push,0.43,1
11/05/2024,dynamic,agility,acceleration,0.43,1
30/05/2024,dynamic,sprint,acceleration,0.43,1
21/06/2024,dynamic,jump,take off,0.639,1
24/06/2024,dynamic,agility,acceleration,0.436,1
26/06/2024,dynamic,sprint,acceleration,0.436,1
04/07/2024,isometric,upper body,push,0.704,1
10/07/2024,dynamic,agility,acceleration,0.491,1
10/07/2024,isometric,sprint,max velocity,0.746,1
14/07/2024,isometric,jump,take off,0.4125,1
19/07/2024,dynamic,agility,deceleration,0.858,1
22/07/2024,isometric,sprint,max velocity,0.768,1
18/08/2024,dynamic,agility,acceleration,0.428,1
18/08/2024,isometric,agility,acceleration,0.7305,1
22/08/2024,isometric,upper body,push,0.96,1
25/08/2024,isometric,upper body,grapple,0.5075,1
25/09/2024,isometric,agility,rotate,0.627,1
18/10/2024,isometric,upper body,pull,,1
05/11/2024,dynamic,jump,pre-load,0.57,1
06/11/2024,isometric,jump,land,0.39,1
11/11/2024,dynamic,sprint,max velocity,0.665,1
23/11/2024,dynamic,agility,acceleration,0.47,1
27/11/2024,dynamic,jump,pre-load,0.57,1
01/12/2024,dynamic,jump,pre-load,0.5875,1
01/12/2024,dynamic,jump,take off,0.69,1
16/12/2024,dynamic,sprint,max velocity,0.666,1
20/12/2024,isometric,jump,land,0.4,1
15/01/2025,dynamic,upper body,push,0.5,1
19/01/2025,isometric,upper body,push,0.918,1
19/02/2025,dynamic,agility,deceleration,0.87,1
19/02/2025,isometric,sprint,acceleration,0.787,1
25/02/2025,dynamic,upper body,pull,0.87,1
27/02/2025,dynamic,agility,acceleration,0.495,1
08/03/2025,dynamic,sprint,max velocity,0.6495,1
10/03/2025,isometric,agility,acceleration,0.787,1
12/03/2025,isometric,upper body,grapple,0.627,1
02/07/2023,isometric,agility,deceleration,0.95,1
06/07/2023,isometric,agility,acceleration,,1
13/07/2023,dynamic,upper body,pull,0.854,1
18/07/2023,dynamic,upper body,push,0.33,1
21/07/2023,isometric,jump,take off,,1
01/08/2023,isometric,jump,take off,,1
05/08/2023,dynamic,upper body,push,0.39,1
09/08/2023,isometric,jump,take off,,1
09/08/2023,isometric,upper body,grapple,,1
19/08/2023,isometric,agility,rotate,,1
20/08/2023,dynamic,agility,deceleration,0.87,1
22/08/2023,dynamic,upper body,pull,0.87,1
30/08/2023,dynamic,upper body,push,0.3945,1
31/08/2023,dynamic,jump,pre-load,0.62,1
31/08/2023,dynamic,sprint,acceleration,0.3945,1
06/09/2023,isometric,agility,acceleration,0.52,1
07/09/2023,isometric,jump,pre-load,0.52,1
11/09/2023,isometric,agility,rotate,,1
11/10/2023,dynamic,agility,deceleration,0.871,1
30/10/2023,isometric,jump,take off,,1
07/11/2023,dynamic,jump,pre-load,0.4885,1
16/11/2023,dynamic,jump,pre-load,0.5085,1
22/11/2023,dynamic,upper body,pull,0.871,1
26/11/2023,dynamic,sprint,max velocity,0.6475,1
05/12/2023,isometric,sprint,max velocity,,1
09/12/2023,isometric,upper body,push,0.664,1
02/01/2024,isometric,sprint,acceleration,0.52,1
05/01/2024,isometric,jump,take off,,1
17/02/2024,isometric,sprint,max velocity,,1
27/02/2024,dynamic,agility,deceleration,0.89,1
01/03/2024,isometric,jump,pre-load,0.52,1
15/03/2024,dynamic,agility,acceleration,0.4445,1
27/03/2024,dynamic,sprint,max velocity,0.637,1
02/04/2024,isometric,upper body,pull,,1
05/04/2024,dynamic,jump,take off,0.62,1
06/04/2024,isometric,agility,rotate,,1
08/04/2024,dynamic,agility,deceleration,0.89,1
09/04/2024,isometric,agility,deceleration,1.1365,1
10/04/2024,isometric,sprint,acceleration,0.52,1
18/04/2024,dynamic,sprint,max velocity,0.628,1
27/04/2024,isometric,jump,land,,1
12/05/2024,dynamic,jump,land,0.664,1
26/05/2024,isometric,agility,acceleration,0.49,1
27/05/2024,dynamic,sprint,max velocity,0.625,1
28/05/2024,dynamic,jump,land,0.664,1
04/06/2024,isometric,sprint,acceleration,0.49,1
05/06/2024,isometric,upper body,push,0.704,1
08/06/2024,isometric,agility,rotate,,1
02/07/2024,dynamic,jump,land,0.652,1
05/07/2024,isometric,sprint,acceleration,0.46,1
25/07/2024,dynamic,agility,deceleration,0.855,1
04/08/2024,isometric,agility,deceleration,1.032,1
07/08/2024,isometric,sprint,acceleration,0.7305,1
13/08/2024,isometric,upper body,push,0.96,1
24/08/2024,dynamic,upper body,pull,0.9,1
04/09/2024,dynamic,agility,deceleration,0.9,1
05/09/2024,dynamic,upper body,push,0.496,1
11/09/2024,isometric,upper body,grapple,0.6315,1
12/09/2024,isometric,agility,acceleration,0.7275,1
23/09/2024,isometric,upper body,push,0.936,1
30/09/2024,dynamic,jump,pre-load,0.57,1
01/10/2024,dynamic,jump,land,0.648,1
10/10/2024,isometric,agility,rotate,0.6595,1
11/10/2024,dynamic,jump,land,0.65,1
13/10/2024,isometric,upper body,push,0.936,1
02/11/2024,isometric,upper body,grapple,0.6695,1
14/11/2024,isometric,upper body,grapple,0.6795,1
15/11/2024,isometric,upper body,pull,,1
16/11/2024,isometric,upper body,pull,,1
17/11/2024,dynamic,sprint,max velocity,0.6635,1
18/11/2024,isometric,agility,rotate,0.6895,1
23/11/2024,isometric,agility,rotate,0.6795,1
27/11/2024,isometric,jump,take off,0.438,1
28/11/2024,dynamic,agility,deceleration,0.88,1
01/12/2024,isometric,upper body,push,0.876,1
15/12/2024,isometric,agility,deceleration,0.9155,1
20/12/2024,dynamic,sprint,max velocity,0.666,1
24/12/2024,dynamic,jump,pre-load,0.5305,1
27/12/2024,isometric,sprint,max velocity,0.685,1
02/01/2025,dynamic,jump,land,0.728,1
02/01/2025,dynamic,jump,pre-load,0.477,1
07/01/2025,isometric,agility,rotate,0.66,1
08/01/2025,dynamic,upper body,pull,0.853,1
09/01/2025,isometric,upper body,grapple,0.6675,1
12/01/2025,isometric,sprint,max velocity,0.749,1
14/01/2025,dynamic,agility,acceleration,0.5,1
19/01/2025,isometric,jump,take off,0.46,1
27/01/2025,isometric,upper body,pull,0.46,1
30/01/2025,isometric,upper body,push,0.94,1
30/01/2025,isometric,sprint,acceleration,0.79,1
03/02/2025,dynamic,jump,land,0.7365,1
04/02/2025,isometric,jump,land,0.39,1
17/02/2025,isometric,agility,acceleration,0.787,1
19/02/2025,isometric,agility,rotate,0.6385,1
21/02/2025,isometric,jump,pre-load,0.79,1
26/02/2025,isometric,jump,land,0.3955,1
27/02/2025,isometric,jump,take off,0.3955,1
05/03/2025,isometric,agility,rotate,0.6385,1
12/03/2025,isometric,upper body,push,0.9555,1
13/07/2023,dynamic,upper body,push,0.336,1
15/07/2023,dynamic,agility,acceleration,0.33,1
26/07/2023,isometric,jump,take off,,1
28/07/2023,dynamic,jump,pre-load,0.589,1
17/08/2023,dynamic,jump,pre-load,0.522,1
19/08/2023,isometric,sprint,acceleration,,1
25/08/2023,dynamic,sprint,max velocity,0.67,1
29/08/2023,isometric,upper body,grapple,,1
02/09/2023,isometric,agility,acceleration,0.52,1
03/09/2023,dynamic,jump,land,0.69,1
07/09/2023,isometric,sprint,max velocity,,1
09/09/2023,dynamic,jump,land,0.69,1
01/10/2023,dynamic,jump,land,0.69,1
04/10/2023,isometric,agility,rotate,,1
10/10/2023,isometric,upper body,grapple,,1
11/10/2023,isometric,upper body,pull,,1
13/10/2023,dynamic,sprint,max velocity,0.5705,1
29/10/2023,isometric,agility,rotate,,1
06/11/2023,dynamic,agility,acceleration,0.4305,1
16/11/2023,isometric,jump,pre-load,0.52,1
16/11/2023,isometric,jump,take off,,1
21/11/2023,isometric,sprint,acceleration,0.52,1
01/12/2023,dynamic,jump,land,0.688,1
03/01/2024,dynamic,jump,pre-load,0.484,1
09/01/2024,isometric,jump,take off,,1
28/01/2024,isometric,sprint,acceleration,0.52,1
30/01/2024,dynamic,jump,pre-load,0.524,1
02/02/2024,isometric,upper body,grapple,,1
09/02/2024,dynamic,agility,deceleration,0.89,1
11/02/2024,isometric,upper body,grapple,,1
11/02/2024,isometric,upper body,pull,,1
17/02/2024,isometric,jump,pre-load,0.52,1
11/03/2024,dynamic,upper body,push,0.4445,1
14/03/2024,dynamic,upper body,pull,0.89,1
14/03/2024,dynamic,sprint,acceleration,0.4445,1
25/03/2024,isometric,jump,land,,1
03/04/2024,dynamic,jump,take off,0.6195,1
10/04/2024,dynamic,agility,acceleration,0.44,1
13/04/2024,isometric,jump,land,,1
14/04/2024,dynamic,upper body,push,0.43,1
15/04/2024,dynamic,upper body,push,0.43,1
14/05/2024,dynamic,agility,deceleration,0.876,1
17/05/2024,isometric,sprint,acceleration,0.49,1
21/05/2024,isometric,jump,pre-load,0.49,1
22/05/2024,dynamic,jump,take off,0.62,1
25/05/2024,dynamic,agility,acceleration,0.43,1
29/05/2024,dynamic,agility,deceleration,0.876,1
30/05/2024,dynamic,jump,pre-load,0.4655,1
30/05/2024,isometric,agility,acceleration,0.49,1
30/05/2024,isometric,sprint,max velocity,0.1995,1
01/06/2024,isometric,agility,acceleration,0.49,1
20/06/2024,dynamic,sprint,acceleration,0.43,1
22/06/2024,dynamic,agility,deceleration,0.89,1
03/07/2024,isometric,agility,deceleration,1.135,1
04/07/2024,isometric,agility,rotate,,1
11/07/2024,isometric,sprint,max velocity,0.771,1
14/07/2024,isometric,sprint,acceleration,0.7165,1
21/07/2024,dynamic,upper body,pull,0.858,1
03/08/2024,dynamic,jump,pre-load,0.484,1
11/08/2024,isometric,sprint,max velocity,0.756,1
20/08/2024,isometric,sprint,max velocity,0.756,1
22/08/2024,dynamic,agility,acceleration,0.428,1
24/08/2024,isometric,jump,land,0.363,1
26/08/2024,isometric,jump,land,0.363,1
31/08/2024,dynamic,jump,take off,0.6915,1
13/09/2024,isometric,agility,rotate,0.6315,1
14/09/2024,dynamic,jump,land,0.6495,1
14/09/2024,isometric,jump,pre-load,0.7275,1
16/09/2024,isometric,sprint,acceleration,0.7275,1
18/09/2024,isometric,jump,land,0.3945,1
13/10/2024,isometric,jump,land,0.426,1
17/10/2024,dynamic,upper body,pull,0.868,1
20/10/2024,isometric,sprint,acceleration,0.698,1
07/11/2024,isometric,agility,acceleration,0.677,1
14/11/2024,dynamic,upper body,pull,0.88,1
20/11/2024,dynamic,upper body,pull,0.88,1
22/11/2024,isometric,jump,land,0.444,1
14/12/2024,isometric,jump,pre-load,0.796,1
23/12/2024,isometric,jump,land,0.42,1
06/01/2025,isometric,jump,land,0.42,1
13/01/2025,isometric,sprint,max velocity,0.749,1
23/01/2025,isometric,agility,acceleration,0.7475,1
04/02/2025,dynamic,jump,take off,0.6825,1
06/02/2025,dynamic,jump,pre-load,0.4915,1
10/02/2025,dynamic,sprint,acceleration,0.495,1
11/02/2025,isometric,agility,acceleration,0.79,1
14/02/2025,isometric,upper body,grapple,0.6415,1
28/02/2025,isometric,jump,pre-load,0.807,1
03/03/2025,isometric,upper body,push,0.9555,1
15/07/2023,dynamic,upper body,push,0.33,1
15/07/2023,isometric,sprint,acceleration,,1
24/07/2023,isometric,agility,acceleration,,1
27/07/2023,isometric,sprint,max velocity,,1
01/08/2023,dynamic,jump,pre-load,0.589,1
02/08/2023,isometric,upper body,push,,1
02/08/2023,dynamic,sprint,acceleration,0.395,1
05/08/2023,dynamic,jump,pre-load,0.662,1
30/08/2023,isometric,sprint,acceleration,0.52,1
10/09/2023,isometric,jump,take off,,1
14/09/2023,dynamic,upper body,pull,0.877,1
28/09/2023,dynamic,jump,take off,0.6785,1
28/09/2023,dynamic,sprint,acceleration,0.4305,1
07/10/2023,dynamic,jump,take off,0.68,1
10/10/2023,isometric,jump,take off,,1
10/10/2023,dynamic,upper body,push,0.4305,1
11/10/2023,isometric,upper body,grapple,,1
17/10/2023,isometric,upper body,push,0.67,1
28/10/2023,isometric,jump,land,,1
07/11/2023,isometric,upper body,pull,,1
08/11/2023,dynamic,sprint,max velocity,0.6475,1
10/11/2023,dynamic,upper body,push,0.431,1
12/11/2023,isometric,jump,pre-load,0.52,1
15/11/2023,dynamic,upper body,pull,0.871,1
21/11/2023,isometric,upper body,push,0.67,1
22/11/2023,isometric,upper body,push,0.67,1
10/12/2023,isometric,jump,take off,,1
18/12/2023,isometric,agility,deceleration,1.04,1
30/12/2023,isometric,sprint,acceleration,0.52,1
05/01/2024,isometric,jump,pre-load,0.52,1
06/01/2024,isometric,jump,pre-load,0.52,1
15/01/2024,dynamic,jump,pre-load,0.498,1
02/02/2024,isometric,upper body,push,0.772,1
02/02/2024,isometric,agility,deceleration,1.138,1
04/02/2024,dynamic,agility,deceleration,0.899,1
12/02/2024,dynamic,upper body,pull,0.89,1
20/02/2024,isometric,jump,take off,,1
22/02/2024,isometric,jump,take off,,1
11/03/2024,dynamic,jump,land,0.668,1
12/03/2024,isometric,sprint,acceleration,0.52,1
15/03/2024,isometric,upper body,pull,,1
19/03/2024,isometric,jump,pre-load,0.52,1
22/03/2024,isometric,agility,deceleration,1.138,1
31/03/2024,dynamic,agility,acceleration,0.44,1
18/04/2024,dynamic,jump,take off,0.64,1
19/04/2024,isometric,sprint,acceleration,0.52,1
02/05/2024,dynamic,upper body,pull,0.89,1
03/05/2024,dynamic,jump,land,0.664,1
13/05/2024,isometric,upper body,pull,,1
05/06/2024,dynamic,jump,land,0.664,1
06/06/2024,isometric,jump,pre-load,0.49,1
10/06/2024,dynamic,jump,land,0.664,1
28/06/2024,dynamic,upper body,push,0.436,1
30/06/2024,isometric,upper body,grapple,,1
01/07/2024,isometric,agility,rotate,,1
07/07/2024,isometric,upper body,push,0.698,1
11/07/2024,dynamic,agility,deceleration,0.8955,1
19/07/2024,dynamic,jump,land,0.658,1
23/07/2024,isometric,agility,deceleration,1.035,1
25/07/2024,isometric,agility,rotate,0.278,1
29/07/2024,dynamic,agility,deceleration,0.855,1
03/08/2024,dynamic,agility,deceleration,0.852,1
09/08/2024,dynamic,agility,deceleration,0.852,1
16/08/2024,isometric,upper body,push,0.96,1
26/08/2024,dynamic,jump,pre-load,0.5095,1
28/08/2024,dynamic,agility,deceleration,0.9,1
29/08/2024,dynamic,upper body,push,0.428,1
14/09/2024,dynamic,upper body,push,0.4955,1
17/09/2024,isometric,agility,rotate,0.6315,1
20/09/2024,isometric,jump,land,0.426,1
26/09/2024,dynamic,sprint,max velocity,0.689,1
03/10/2024,isometric,upper body,grapple,0.6625,1
08/10/2024,isometric,agility,rotate,0.6625,1
11/10/2024,isometric,jump,land,0.426,1
16/10/2024,isometric,sprint,acceleration,0.72,1
29/10/2024,dynamic,agility,deceleration,0.88,1
30/10/2024,isometric,jump,pre-load,0.677,1
04/11/2024,isometric,upper body,grapple,0.6795,1
06/11/2024,dynamic,jump,land,0.666,1
08/11/2024,isometric,upper body,pull,,1
13/11/2024,dynamic,sprint,max velocity,0.665,1
26/11/2024,dynamic,sprint,acceleration,0.47,1
10/12/2024,isometric,sprint,acceleration,0.796,1
18/12/2024,isometric,sprint,acceleration,0.796,1
29/12/2024,isometric,sprint,acceleration,0.79,1
30/12/2024,dynamic,jump,land,0.728,1
01/01/2025,dynamic,jump,pre-load,0.5135,1
15/01/2025,isometric,sprint,max velocity,0.749,1
02/02/2025,isometric,upper body,grapple,0.6445,1
08/02/2025,isometric,upper body,grapple,0.6415,1
14/02/2025,isometric,jump,take off,0.397,1
04/03/2025,dynamic,agility,deceleration,0.88,1
02/07/2023,isometric,jump,land,,1
03/07/2023,dynamic,sprint,max velocity,0.652,1
04/07/2023,isometric,upper body,push,,1
16/07/2023,dynamic,upper body,pull,0.8525,1
21/07/2023,isometric,upper body,grapple,,1
23/07/2023,isometric,jump,take off,,1
20/08/2023,isometric,sprint,acceleration,,1
17/09/2023,isometric,sprint,acceleration,0.52,1
19/09/2023,isometric,jump,pre-load,0.52,1
23/09/2023,isometric,upper body,grapple,,1
30/09/2023,isometric,agility,acceleration,0.52,1
11/10/2023,dynamic,jump,land,0.6615,1
16/10/2023,isometric,upper body,push,,1
19/10/2023,isometric,agility,rotate,,1
06/11/2023,isometric,jump,take off,,1
13/11/2023,isometric,agility,deceleration,1.038,1
16/11/2023,dynamic,upper body,push,0.43,1
20/11/2023,isometric,jump,land,,1
21/11/2023,dynamic,upper body,push,0.4305,1
21/11/2023,dynamic,agility,acceleration,0.4305,1
21/11/2023,dynamic,sprint,max velocity,0.6475,1
26/11/2023,isometric,sprint,max velocity,,1
11/12/2023,isometric,upper body,push,0.664,1
14/12/2023,dynamic,sprint,acceleration,0.43,1
17/12/2023,dynamic,agility,deceleration,0.87,1
21/12/2023,dynamic,agility,acceleration,0.43,1
01/01/2024,dynamic,jump,take off,0.64,1
05/01/2024,isometric,upper body,grapple,,1
08/01/2024,isometric,upper body,grapple,,1
14/01/2024,isometric,upper body,push,0.687,1
20/01/2024,dynamic,sprint,acceleration,0.43,1
24/01/2024,dynamic,jump,take off,0.625,1
01/02/2024,isometric,sprint,acceleration,0.52,1
04/02/2024,dynamic,jump,land,0.668,1
06/02/2024,isometric,sprint,acceleration,0.52,1
21/02/2024,isometric,upper body,pull,,1
24/02/2024,dynamic,agility,acceleration,0.4445,1
27/02/2024,dynamic,jump,land,0.668,1
09/03/2024,dynamic,agility,deceleration,0.89,1
12/03/2024,dynamic,jump,take off,0.64,1
13/03/2024,dynamic,jump,land,0.668,1
28/03/2024,isometric,sprint,acceleration,0.52,1
30/03/2024,dynamic,jump,pre-load,0.524,1
01/04/2024,dynamic,jump,pre-load,0.524,1
04/04/2024,isometric,agility,rotate,,1
05/04/2024,isometric,jump,pre-load,0.52,1
05/04/2024,isometric,upper body,grapple,,1
12/04/2024,isometric,agility,rotate,,1
21/04/2024,isometric,agility,rotate,,1
02/05/2024,isometric,agility,rotate,,1
04/05/2024,isometric,upper body,pull,,1
24/05/2024,dynamic,sprint,max velocity,0.625,1
01/06/2024,isometric,agility,rotate,,1
10/06/2024,isometric,jump,take off,,1
15/07/2024,dynamic,jump,take off,0.695,1
16/07/2024,dynamic,jump,land,0.678,1
18/07/2024,isometric,sprint,max velocity,0.768,1
19/07/2024,dynamic,upper body,push,0.488,1
20/07/2024,dynamic,upper body,push,0.488,1
26/07/2024,dynamic,sprint,acceleration,0.485,1
30/07/2024,isometric,upper body,grapple,0.286,1
04/08/2024,dynamic,jump,land,0.652,1
08/08/2024,dynamic,agility,acceleration,0.428,1
19/08/2024,dynamic,agility,deceleration,0.855,1
21/08/2024,dynamic,agility,acceleration,0.428,1
24/08/2024,isometric,jump,take off,0.363,1
25/08/2024,isometric,upper body,push,0.96,1
25/08/2024,isometric,sprint,max velocity,0.756,1
26/08/2024,isometric,upper body,grapple,0.5075,1
26/08/2024,isometric,upper body,pull,,1
29/08/2024,dynamic,jump,pre-load,0.5095,1
31/08/2024,dynamic,sprint,acceleration,0.428,1
11/09/2024,isometric,agility,rotate,0.6315,1
13/09/2024,isometric,sprint,max velocity,0.698,1
20/09/2024,dynamic,jump,pre-load,0.5375,1
20/09/2024,dynamic,agility,acceleration,0.494,1
21/09/2024,isometric,agility,acceleration,0.72,1
04/10/2024,isometric,upper body,pull,,1
04/10/2024,isometric,sprint,max velocity,0.6975,1
14/10/2024,isometric,agility,deceleration,0.869,1
18/10/2024,dynamic,upper body,pull,0.88,1
30/10/2024,dynamic,jump,land,0.666,1
03/11/2024,dynamic,jump,pre-load,0.57,1
04/11/2024,isometric,sprint,acceleration,0.677,1
12/11/2024,isometric,jump,pre-load,0.7515,1
13/11/2024,isometric,sprint,acceleration,0.7515,1
22/11/2024,isometric,jump,pre-load,0.799,1
26/11/2024,isometric,agility,acceleration,0.799,1
06/12/2024,isometric,upper body,grapple,0.681,1
07/12/2024,dynamic,sprint,acceleration,0.498,1
15/12/2024,dynamic,jump,land,0.728,1
01/01/2025,isometric,jump,take off,0.42,1
10/01/2025,dynamic,agility,acceleration,0.5,1
13/01/2025,dynamic,agility,deceleration,0.853,1
25/01/2025,dynamic,upper body,push,0.5,1
03/02/2025,isometric,jump,land,0.39,1
09/03/2025,isometric,upper body,grapple,0.627,1
11/03/2025,isometric,upper body,grapple,0.627,1
08/07/2023,dynamic,jump,take off,0.711,1
09/07/2023,isometric,jump,land,,1
13/07/2023,isometric,upper body,push,,1
17/07/2023,isometric,agility,rotate,,1
20/07/2023,dynamic,jump,pre-load,0.589,1
26/07/2023,dynamic,agility,deceleration,0.8525,1
30/07/2023,dynamic,agility,deceleration,0.8525,1
03/08/2023,dynamic,jump,take off,0.7365,1
07/08/2023,isometric,jump,land,,1
12/08/2023,dynamic,upper body,pull,0.8695,1
23/08/2023,isometric,jump,take off,,1
01/09/2023,isometric,upper body,pull,,1
02/09/2023,dynamic,jump,take off,0.6985,1
03/09/2023,isometric,upper body,push,,1
06/09/2023,isometric,jump,pre-load,0.52,1
06/09/2023,isometric,upper body,push,,1
12/09/2023,isometric,sprint,acceleration,0.52,1
18/09/2023,dynamic,agility,acceleration,0.388,1
24/09/2023,dynamic,jump,take off,0.6785,1
27/09/2023,isometric,upper body,push,,1
03/10/2023,dynamic,jump,land,0.69,1
03/10/2023,isometric,jump,land,,1
07/10/2023,dynamic,upper body,pull,0.871,1
11/10/2023,dynamic,jump,pre-load,0.587,1
13/10/2023,dynamic,jump,land,0.6615,1
13/10/2023,dynamic,jump,pre-load,0.587,1
14/10/2023,dynamic,sprint,max velocity,0.5705,1
16/10/2023,isometric,jump,land,,1
18/10/2023,dynamic,upper body,pull,0.871,1
20/10/2023,dynamic,sprint,acceleration,0.4305,1
21/10/2023,isometric,upper body,push,0.67,1
22/10/2023,dynamic,agility,deceleration,0.871,1
23/10/2023,isometric,upper body,grapple,,1
29/10/2023,isometric,upper body,pull,,1
02/11/2023,isometric,upper body,push,0.67,1
04/11/2023,dynamic,sprint,acceleration,0.4305,1
19/11/2023,isometric,sprint,acceleration,0.52,1
04/12/2023,isometric,upper body,grapple,,1
14/12/2023,isometric,jump,take off,,1
16/12/2023,dynamic,upper body,push,0.43,1
27/12/2023,isometric,upper body,pull,,1
31/12/2023,isometric,agility,acceleration,0.52,1
01/01/2024,isometric,jump,land,,1
10/01/2024,dynamic,jump,land,0.69,1
10/01/2024,isometric,jump,take off,,1
10/01/2024,isometric,agility,deceleration,1.138,1
13/01/2024,isometric,upper body,pull,,1
23/01/2024,isometric,upper body,push,0.6385,1
31/01/2024,isometric,upper body,pull,,1
03/02/2024,dynamic,jump,take off,0.64,1
06/02/2024,dynamic,upper body,push,0.4445,1
09/02/2024,dynamic,jump,land,0.668,1
22/02/2024,dynamic,sprint,acceleration,0.4345,1
28/02/2024,isometric,agility,deceleration,1.148,1
18/03/2024,dynamic,jump,land,0.668,1
24/03/2024,isometric,agility,acceleration,0.52,1
31/03/2024,isometric,upper body,grapple,,1
03/04/2024,dynamic,agility,acceleration,0.44,1
13/04/2024,dynamic,jump,pre-load,0.521,1
14/04/2024,dynamic,agility,deceleration,0.89,1
15/04/2024,isometric,jump,land,,1
23/04/2024,dynamic,jump,take off,0.64,1
06/05/2024,isometric,sprint,acceleration,0.52,1
12/05/2024,isometric,jump,land,,1
22/05/2024,isometric,jump,pre-load,0.49,1
22/05/2024,dynamic,upper body,pull,0.876,1
24/05/2024,isometric,jump,pre-load,0.49,1
05/06/2024,isometric,jump,take off,,1
19/06/2024,dynamic,sprint,max velocity,0.625,1
22/06/2024,dynamic,sprint,acceleration,0.436,1
23/06/2024,isometric,upper body,pull,,1
25/06/2024,isometric,upper body,push,0.704,1
29/06/2024,dynamic,sprint,acceleration,0.436,1
02/07/2024,dynamic,agility,acceleration,0.43,1
14/07/2024,isometric,agility,rotate,-0.1675,1
26/07/2024,dynamic,upper body,pull,0.855,1
28/07/2024,dynamic,agility,acceleration,0.485,1
04/08/2024,isometric,sprint,max velocity,0.756,1
28/08/2024,isometric,agility,rotate,0.6375,1
05/09/2024,dynamic,sprint,max velocity,0.688,1
07/09/2024,dynamic,jump,land,0.6495,1
24/09/2024,isometric,agility,rotate,0.627,1
30/09/2024,isometric,agility,rotate,0.627,1
01/10/2024,isometric,agility,acceleration,0.6925,1
06/10/2024,dynamic,agility,deceleration,0.896,1
17/10/2024,dynamic,jump,land,0.65,1
17/10/2024,dynamic,sprint,max velocity,0.67,1
27/10/2024,dynamic,upper body,push,0.486,1
06/11/2024,isometric,agility,deceleration,0.866,1
16/11/2024,isometric,upper body,grapple,0.6795,1
09/12/2024,isometric,upper body,grapple,0.681,1
10/12/2024,isometric,upper body,pull,0.46,1
12/12/2024,isometric,jump,land,0.4,1
12/12/2024,isometric,agility,deceleration,0.9155,1
16/12/2024,dynamic,agility,acceleration,0.498,1
