sessionDate,seasonName,metric,category,value,pid
17/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
17/05/2024,2023/2024,bio_baseline_composite,bio,,1
17/05/2024,2023/2024,emboss_baseline_score,total,-0.035903846,1
17/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.2903225806451613,1
17/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.2272222222222222,1
17/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.2903225806451613,1
17/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.123333333,1
17/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.4193548387096774,1
17/05/2024,2023/2024,sleep_baseline_composite,sleep,-0.066153846,1
17/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.048387097,1
17/05/2024,2023/2024,soreness_baseline_composite,soreness,-0.19,1
17/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.4193548387096774,1
17/05/2024,2023/2024,subjective_baseline_composite,subjective,-0.058717949,1
18/05/2024,2023/2024,bio_baseline_completeness,bio,0.2795698924731182,1
18/05/2024,2023/2024,bio_baseline_composite,bio,0.1033333333333333,1
18/05/2024,2023/2024,emboss_baseline_score,total,0.0114957264957265,1
18/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
18/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
18/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.096774194,1
18/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.103333333,1
18/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.3548387096774194,1
18/05/2024,2023/2024,sleep_baseline_composite,sleep,-0.021818182,1
18/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.080645161,1
18/05/2024,2023/2024,soreness_baseline_composite,soreness,-0.063333333,1
18/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.3548387096774194,1
18/05/2024,2023/2024,subjective_baseline_composite,subjective,-0.015151515,1
19/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
19/05/2024,2023/2024,bio_baseline_composite,bio,,1
19/05/2024,2023/2024,emboss_baseline_score,total,,1
19/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
19/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
19/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
19/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
19/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
19/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
19/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
19/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
19/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
19/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
20/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
20/05/2024,2023/2024,bio_baseline_composite,bio,,1
20/05/2024,2023/2024,emboss_baseline_score,total,,1
20/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
20/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
20/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
20/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
20/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
20/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
20/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
20/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
20/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
20/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
21/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
21/05/2024,2023/2024,bio_baseline_composite,bio,,1
21/05/2024,2023/2024,emboss_baseline_score,total,,1
21/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
21/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
21/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
21/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
21/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
21/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
21/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
21/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
21/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
21/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
22/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
22/05/2024,2023/2024,bio_baseline_composite,bio,,1
22/05/2024,2023/2024,emboss_baseline_score,total,,1
22/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
22/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
22/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
22/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
22/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
22/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
22/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
22/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
22/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
22/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
23/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
23/05/2024,2023/2024,bio_baseline_composite,bio,,1
23/05/2024,2023/2024,emboss_baseline_score,total,,1
23/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
23/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
23/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
23/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
23/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
23/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
23/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
23/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
23/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
23/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
24/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
24/05/2024,2023/2024,bio_baseline_composite,bio,,1
24/05/2024,2023/2024,emboss_baseline_score,total,,1
24/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
24/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
24/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
24/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
24/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
24/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
24/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
24/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
24/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
24/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
25/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
25/05/2024,2023/2024,bio_baseline_composite,bio,,1
25/05/2024,2023/2024,emboss_baseline_score,total,,1
25/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
25/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
25/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
25/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
25/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
25/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
25/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
25/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
25/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
25/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
26/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
26/05/2024,2023/2024,bio_baseline_composite,bio,,1
26/05/2024,2023/2024,emboss_baseline_score,total,,1
26/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
26/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
26/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
26/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
26/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
26/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
26/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
26/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
26/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
26/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
27/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
27/05/2024,2023/2024,bio_baseline_composite,bio,,1
27/05/2024,2023/2024,emboss_baseline_score,total,,1
27/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
27/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
27/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
27/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
27/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
27/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
27/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
27/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
27/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
27/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
28/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
28/05/2024,2023/2024,bio_baseline_composite,bio,,1
28/05/2024,2023/2024,emboss_baseline_score,total,,1
28/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
28/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
28/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
28/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
28/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
28/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
28/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
28/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
28/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
28/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
29/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
29/05/2024,2023/2024,bio_baseline_composite,bio,,1
29/05/2024,2023/2024,emboss_baseline_score,total,,1
29/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
29/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
29/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
29/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
29/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
29/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
29/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
29/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
29/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
29/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
30/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
30/05/2024,2023/2024,bio_baseline_composite,bio,,1
30/05/2024,2023/2024,emboss_baseline_score,total,,1
30/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
30/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
30/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
30/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
30/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
30/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
30/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
30/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
30/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
30/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
31/05/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
31/05/2024,2023/2024,bio_baseline_composite,bio,,1
31/05/2024,2023/2024,emboss_baseline_score,total,,1
31/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
31/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
31/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
31/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
31/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
31/05/2024,2023/2024,sleep_baseline_composite,sleep,,1
31/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
31/05/2024,2023/2024,soreness_baseline_composite,soreness,,1
31/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
31/05/2024,2023/2024,subjective_baseline_composite,subjective,,1
01/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
01/06/2024,2023/2024,bio_baseline_composite,bio,,1
01/06/2024,2023/2024,emboss_baseline_score,total,,1
01/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
01/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
01/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
01/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
01/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
01/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
01/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
01/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
01/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
01/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
02/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
02/06/2024,2023/2024,bio_baseline_composite,bio,,1
02/06/2024,2023/2024,emboss_baseline_score,total,,1
02/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
02/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
02/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
02/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
02/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
02/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
02/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
02/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
02/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
02/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
03/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
03/06/2024,2023/2024,bio_baseline_composite,bio,,1
03/06/2024,2023/2024,emboss_baseline_score,total,,1
03/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
03/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
03/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
03/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
03/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
03/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
03/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
03/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
03/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
03/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
04/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
04/06/2024,2023/2024,bio_baseline_composite,bio,,1
04/06/2024,2023/2024,emboss_baseline_score,total,,1
04/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
04/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
04/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
04/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
04/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
04/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
04/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
04/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
04/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
04/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
05/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
05/06/2024,2023/2024,bio_baseline_composite,bio,,1
05/06/2024,2023/2024,emboss_baseline_score,total,,1
05/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
05/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
05/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
05/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
05/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
05/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
05/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
05/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
05/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
05/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
06/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
06/06/2024,2023/2024,bio_baseline_composite,bio,,1
06/06/2024,2023/2024,emboss_baseline_score,total,,1
06/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
06/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
06/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
06/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
06/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
06/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
06/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
06/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
06/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
06/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
07/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
07/06/2024,2023/2024,bio_baseline_composite,bio,,1
07/06/2024,2023/2024,emboss_baseline_score,total,,1
07/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
07/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
07/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
07/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
07/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
07/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
07/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
07/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
07/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
07/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
08/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
08/06/2024,2023/2024,bio_baseline_composite,bio,,1
08/06/2024,2023/2024,emboss_baseline_score,total,,1
08/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
08/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
08/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
08/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
08/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
08/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
08/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
08/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
08/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
08/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
09/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
09/06/2024,2023/2024,emboss_baseline_score,total,,1
09/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
09/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
09/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
09/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
09/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
09/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
09/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
09/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
09/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
09/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
10/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
10/06/2024,2023/2024,bio_baseline_composite,bio,,1
10/06/2024,2023/2024,emboss_baseline_score,total,,1
10/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
10/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
10/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
10/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
10/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
10/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
10/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
10/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
10/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
10/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
11/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
11/06/2024,2023/2024,bio_baseline_composite,bio,,1
11/06/2024,2023/2024,emboss_baseline_score,total,,1
11/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
11/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
11/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
11/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
11/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
11/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
11/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
11/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
11/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
11/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
12/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
12/06/2024,2023/2024,bio_baseline_composite,bio,,1
12/06/2024,2023/2024,emboss_baseline_score,total,,1
12/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
12/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
12/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
12/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
12/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
12/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
12/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
12/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
12/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
12/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
13/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
13/06/2024,2023/2024,bio_baseline_composite,bio,,1
13/06/2024,2023/2024,emboss_baseline_score,total,,1
13/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
13/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
13/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
13/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
13/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
13/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
13/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
13/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
13/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
13/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
14/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
14/06/2024,2023/2024,bio_baseline_composite,bio,,1
14/06/2024,2023/2024,emboss_baseline_score,total,,1
14/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
14/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
14/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
14/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
14/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
14/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
14/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
14/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
14/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
14/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
15/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
15/06/2024,2023/2024,bio_baseline_composite,bio,,1
15/06/2024,2023/2024,emboss_baseline_score,total,,1
15/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
15/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
15/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
09/06/2024,2023/2024,bio_baseline_composite,bio,,1
15/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
15/06/2024,2023/2024,sleep_baseline_completeness,sleep,0.0,1
15/06/2024,2023/2024,sleep_baseline_composite,sleep,,1
15/06/2024,2023/2024,soreness_baseline_completeness,soreness,0.0,1
15/06/2024,2023/2024,soreness_baseline_composite,soreness,,1
15/06/2024,2023/2024,subjective_baseline_completeness,subjective,0.0,1
15/06/2024,2023/2024,subjective_baseline_composite,subjective,,1
16/06/2024,2023/2024,bio_baseline_completeness,bio,0.0,1
16/06/2024,2023/2024,bio_baseline_composite,bio,,1
